<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>
VHM,20190507,07-05-19,88.7314,88.7314,86.6564,86.854,576290
VHM,20190506,06-05-19,88.929,88.929,87.5457,87.9409,522550
VHM,20190503,03-05-19,90.6984,90.6984,89.3152,89.3242,621150
VHM,20190502,02-05-19,90.896,91.1924,89.8092,90.3123,452510
VHM,20190426,26-04-19,89.1266,90.9052,88.8302,90.9052,1070350
VHM,20190425,25-04-19,88.426,89.1176,88.3272,89.1266,680080
VHM,20190424,24-04-19,88.6326,89.1266,88.6326,88.6326,629420
VHM,20190423,23-04-19,88.6326,88.929,87.8421,87.9409,494910
VHM,20190422,22-04-19,88.6326,88.929,87.5457,88.929,211620
VHM,20190419,19-04-19,87.9409,89.3242,87.9409,87.9409,258960
VHM,20190418,18-04-19,88.8302,89.4231,87.0516,87.9409,609680
VHM,20190417,17-04-19,89.9171,90.8064,88.6326,88.7314,761350
VHM,20190416,16-04-19,88.929,90.8064,86.7552,89.9171,913790
VHM,20190412,12-04-19,92.2792,92.4768,90.896,92.1897,299590
VHM,20190411,11-04-19,91.6957,92.6838,91.1028,92.3874,233360
VHM,20190410,10-04-19,92.6838,92.6838,91.2016,91.3993,328400
VHM,20190409,09-04-19,93.8695,94.8576,91.8933,92.6838,973210
VHM,20190408,08-04-19,91.8933,93.4743,91.5969,93.4743,657320
VHM,20190405,05-04-19,91.3993,92.0909,91.004,91.4981,454260
VHM,20190404,04-04-19,90.9052,91.6957,90.2135,90.9052,489550
VHM,20190403,03-04-19,91.1028,91.1028,90.0159,90.9052,281350
VHM,20190402,02-04-19,92.2792,92.5756,90.896,91.1028,359690
VHM,20190401,01-04-19,91.2912,92.6744,90.6984,91.3004,334480
VHM,20190329,29-03-19,92.872,93.1684,90.402,90.4111,1054060
VHM,20190328,28-03-19,89.2164,92.1804,88.92,91.9921,894540
VHM,20190327,27-03-19,89.908,89.908,88.8212,89.0278,389620
VHM,20190326,26-03-19,88.929,89.6207,88.435,88.8302,617980
VHM,20190325,25-03-19,88.435,88.435,86.4588,87.9409,793070
VHM,20190322,22-03-19,87.932,90.1056,86.944,90.0159,957080
VHM,20190321,21-03-19,91.884,91.884,87.1416,87.1504,1009930
VHM,20190320,20-03-19,91.9828,92.2792,89.908,91.1028,1061950
VHM,20190319,19-03-19,93.8695,94.0671,92.3874,92.8814,1100900
VHM,20190318,18-03-19,92.872,93.7612,92.872,93.1778,1056390
VHM,20190315,15-03-19,92.872,92.872,91.39,92.1897,2496760
VHM,20190314,14-03-19,93.1778,93.4743,91.6957,92.8814,708190
VHM,20190313,13-03-19,91.4981,94.8576,91.3993,92.8814,1654850
VHM,20190312,12-03-19,90.1056,91.4888,89.8092,91.2016,864570
VHM,20190311,11-03-19,89.9171,91.2016,88.929,88.929,533740
VHM,20190308,08-03-19,90.896,91.7852,90.3032,90.4111,699850
VHM,20190307,07-03-19,90.9052,94.1659,90.8064,90.9052,1306970
VHM,20190306,06-03-19,89.9171,90.8064,89.7195,90.7076,592410
VHM,20190305,05-03-19,91.1028,91.7945,89.4231,89.9171,1152650
VHM,20190304,04-03-19,90.896,92.378,88.5248,92.0909,910620
VHM,20190301,01-03-19,87.4469,90.3123,86.4588,89.9171,806340
VHM,20190228,28-02-19,91.004,91.2016,86.4588,86.4588,1270190
VHM,20190227,27-02-19,91.8933,92.1897,90.4112,91.5969,896260
VHM,20190226,26-02-19,90.9052,91.8933,88.929,90.9052,1103360
VHM,20190225,25-02-19,93.3755,93.9683,90.2135,90.9052,838040
VHM,20190222,22-02-19,93.86,95.342,91.5876,91.9921,950950
VHM,20190221,21-02-19,89.4231,95.5493,88.1385,95.5493,1209870
VHM,20190220,20-02-19,85.956,89.7104,85.956,89.3242,815580
VHM,20190219,19-02-19,81.5183,86.6564,81.5183,85.9647,1244300
VHM,20190218,18-02-19,80.5302,81.0242,79.8385,81.0242,607000
VHM,20190215,15-02-19,81.016,81.016,80.1268,80.2337,422250
VHM,20190214,14-02-19,79.4432,81.6171,79.1468,80.9254,971710
VHM,20190213,13-02-19,79.1468,79.8385,78.3563,79.048,506510
VHM,20190212,12-02-19,79.4432,79.4432,78.554,79.048,531210
VHM,20190211,11-02-19,80.0361,80.0361,78.6528,78.9492,353110
VHM,20190201,01-02-19,79.048,79.048,78.6528,79.048,974540
VHM,20190131,31-01-19,81.0242,81.0242,78.6528,79.048,773010
VHM,20190130,30-01-19,79.4432,81.0242,79.4432,81.0242,246940
VHM,20190129,29-01-19,80.522,80.522,79.534,80.5301,334250
VHM,20190128,28-01-19,79.048,79.6409,76.8742,79.6409,284550
VHM,20190125,25-01-19,77.5659,77.7635,76.5778,77.0718,226260
VHM,20190124,24-01-19,78.6528,78.6528,77.0718,77.8623,176750
VHM,20190123,23-01-19,78.9492,79.048,78.0599,78.6528,214610
VHM,20190122,22-01-19,79.6409,80.0361,78.6528,78.6528,285720
VHM,20190121,21-01-19,80.0361,80.0361,79.048,79.5421,411510
VHM,20190118,18-01-19,79.4432,80.1349,78.0599,79.5421,289350
VHM,20190117,17-01-19,79.9373,80.2337,78.8504,78.8504,214330
VHM,20190116,16-01-19,79.3364,81.016,78.1508,79.3444,327390
VHM,20190115,15-01-19,76.0837,78.9492,76.0837,78.9492,297510
VHM,20190114,14-01-19,77.064,77.064,75.6808,76.3801,193920
VHM,20190111,11-01-19,74.0087,75.6885,73.8111,75.6885,241490
VHM,20190110,10-01-19,73.6135,73.7123,72.6254,73.7123,108550
VHM,20190109,09-01-19,73.606,73.606,73.112,73.317,92720
VHM,20190108,08-01-19,73.112,73.3096,72.2228,73.317,205460
VHM,20190107,07-01-19,73.7048,73.7048,72.4204,73.317,186030
VHM,20190104,04-01-19,71.1432,73.6135,70.0563,73.1194,277640
VHM,20190103,03-01-19,71.2348,72.3216,70.642,72.3289,475210
VHM,20190102,02-01-19,72.6254,72.823,71.8349,72.6254,334420
VHM,20181228,28-12-18,72.9144,73.606,72.5192,72.5265,399190
VHM,20181227,27-12-18,73.0132,73.0132,72.0252,72.4277,304690
VHM,20181226,26-12-18,72.2301,72.6254,70.5503,71.1432,547940
VHM,20181225,25-12-18,72.1313,73.1194,71.4396,72.6254,232270
VHM,20181224,24-12-18,74.1,75.088,73.4084,73.5146,172180
VHM,20181221,21-12-18,75.8861,75.8861,73.0206,73.0206,1469270
VHM,20181220,20-12-18,75.8784,76.6688,75.8784,76.4789,184090
VHM,20181219,19-12-18,77.0718,77.0718,75.7873,76.5778,217620
VHM,20181218,18-12-18,75.0956,77.0718,74.6016,76.5778,323660
VHM,20181217,17-12-18,78.8504,78.9492,75.5897,76.5778,461140
VHM,20181214,14-12-18,79.3444,79.3444,78.554,78.8504,97030
VHM,20181213,13-12-18,79.1388,80.3244,79.1388,79.3444,162470
VHM,20181212,12-12-18,79.3364,79.4352,78.7436,79.3444,204900
VHM,20181211,11-12-18,80.4232,80.4232,78.9412,79.3444,141650
VHM,20181210,10-12-18,78.8504,79.048,78.0599,79.048,345240
VHM,20181207,07-12-18,80.4313,80.4313,79.048,79.048,250620
VHM,20181206,06-12-18,80.028,80.9172,79.534,80.4313,256140
VHM,20181205,05-12-18,79.048,81.5183,79.048,79.7397,384670
VHM,20181204,04-12-18,77.0718,82.0123,77.0718,81.0242,700280
VHM,20181203,03-12-18,77.5659,77.7635,76.7754,76.7754,194530
VHM,20181130,30-11-18,77.7635,77.9611,75.0956,76.8742,593960
VHM,20181129,29-11-18,77.5659,77.9611,77.467,77.7635,473940
VHM,20181128,28-11-18,77.064,77.4592,76.57,77.3682,170200
VHM,20181127,27-11-18,76.57,77.6568,76.4712,77.3682,399420
VHM,20181126,26-11-18,75.0956,76.3801,74.6016,76.0837,301550
VHM,20181123,23-11-18,76.076,76.8664,75.1868,75.1944,89640
VHM,20181122,22-11-18,74.6016,77.0718,74.1075,76.0837,504210
VHM,20181121,21-11-18,74.1075,74.898,72.3289,74.898,451550
VHM,20181120,20-11-18,71.242,74.6016,71.242,74.1075,500750
VHM,20181119,19-11-18,70.6492,72.0325,69.0682,72.0325,323690
VHM,20181116,16-11-18,73.606,74.0012,69.654,70.3527,788790
VHM,20181115,15-11-18,73.9099,74.898,73.6135,74.6016,301910
VHM,20181114,14-11-18,74.898,75.0956,74.1075,74.898,284050
VHM,20181113,13-11-18,72.2301,75.0956,72.2301,74.898,271790
VHM,20181112,12-11-18,74.5027,75.2932,74.2063,75.0956,274460
VHM,20181109,09-11-18,73.6135,75.6885,73.1194,75.0956,520370
VHM,20181108,08-11-18,72.5265,73.8111,72.1313,73.8111,481780
VHM,20181107,07-11-18,71.5384,71.8349,69.9575,71.8349,298710
VHM,20181106,06-11-18,72.1313,72.1313,70.1551,71.1432,379000
VHM,20181105,05-11-18,72.1313,72.9218,70.1551,71.1432,758430
VHM,20181102,02-11-18,69.167,72.9218,69.167,71.1432,1170010
VHM,20181101,01-11-18,64.3253,69.167,64.3253,68.1789,871070
VHM,20181031,31-10-18,61.5524,65.6032,61.5524,65.6098,1099060
VHM,20181030,30-10-18,59.3788,62.244,59.28,61.361,574230
VHM,20181029,29-10-18,61.7563,62.8432,60.2741,61.0646,338080
VHM,20181026,26-10-18,67.6849,68.1789,63.0408,64.2265,1004220
VHM,20181025,25-10-18,67.6849,69.3646,67.1908,67.6849,479440
VHM,20181024,24-10-18,72.6254,73.317,71.6373,71.6373,233830
VHM,20181023,23-10-18,72.9144,73.606,72.5192,73.2182,136760
VHM,20181022,22-10-18,73.9099,74.6016,73.8111,73.8111,252630
VHM,20181019,19-10-18,73.7123,75.1944,73.1194,73.9099,282610
VHM,20181018,18-10-18,75.4908,75.8861,74.6016,74.7004,146220
VHM,20181017,17-10-18,75.4832,76.076,74.1,75.4908,300010
VHM,20181016,16-10-18,72.2301,74.2063,72.2301,73.7123,349810
VHM,20181015,15-10-18,76.076,76.076,72.124,72.2301,505140
VHM,20181012,12-10-18,75.5897,78.0599,75.0956,76.0837,666960
VHM,20181011,11-10-18,75.582,79.2376,74.1988,75.5896,736740
VHM,20181010,10-10-18,80.522,80.522,79.04,79.1468,378520
VHM,20181009,09-10-18,80.2337,81.2218,79.048,79.048,267080
VHM,20181008,08-10-18,81.5183,82.0123,79.048,79.048,265800
VHM,20181005,05-10-18,82.2016,82.2016,80.6998,80.708,304710
VHM,20181004,04-10-18,82.2016,82.2016,81.095,81.1032,331810
VHM,20181003,03-10-18,82.913,82.913,80.5418,80.629,467970
VHM,20181002,02-10-18,82.4387,82.992,82.0435,82.2099,534540
VHM,20181001,01-10-18,84.1776,84.6518,81.4902,81.4985,523580
VHM,20180928,28-09-18,83.3872,83.7824,82.6758,83.7909,846730
VHM,20180927,27-09-18,82.2016,82.5968,81.4112,82.2099,525990
VHM,20180926,26-09-18,80.6208,81.016,80.5418,80.5499,473580
VHM,20180925,25-09-18,80.937,81.7274,80.3046,80.9452,472130
VHM,20180924,24-09-18,80.2256,81.4112,80.2256,81.3404,634680
VHM,20180921,21-09-18,82.6758,83.071,80.2256,80.2337,8102520
VHM,20180920,20-09-18,82.992,82.992,82.1226,83.0004,336900
VHM,20180919,19-09-18,83.3082,83.3082,81.4112,82.6842,258160
VHM,20180918,18-09-18,83.3872,83.3872,82.2016,82.6842,207550
VHM,20180917,17-09-18,83.3872,84.3357,83.3082,83.3956,1287240
VHM,20180914,14-09-18,83.6243,83.7824,83.2291,83.3956,591790
VHM,20180913,13-09-18,82.2016,83.4662,82.2016,83.0794,836910
VHM,20180912,12-09-18,82.8339,82.8339,82.0435,82.2099,605640
VHM,20180911,11-09-18,82.2016,82.992,81.9645,81.9728,483770
VHM,20180910,10-09-18,83.3872,83.3872,82.6758,82.6842,532950
VHM,20180907,07-09-18,82.2016,82.992,82.2016,82.8423,459090
VHM,20180906,06-09-18,83.7824,83.7824,82.6758,83.0004,287240
VHM,20180905,05-09-18,83.6243,83.7824,83.071,83.7909,318560
VHM,20180904,04-09-18,84.4938,85.1261,82.3597,82.9214,225530
VHM,20180831,31-08-18,84.889,87.8925,82.2016,82.2099,3027640
VHM,20180830,30-08-18,85.3632,85.3632,84.1776,84.8976,409540
VHM,20180829,29-08-18,87.7344,87.7344,85.6003,85.609,303590
VHM,20180828,28-08-18,88.1296,88.1296,87.3392,87.7433,817180
VHM,20180827,27-08-18,88.4458,88.4458,87.9715,88.1385,913670
VHM,20180824,24-08-18,88.6829,89.2362,87.8134,88.1385,1340480
VHM,20180823,23-08-18,86.944,88.6038,86.944,88.4547,1371780
VHM,20180822,22-08-18,86.865,87.5763,86.6278,86.8738,415780
VHM,20180821,21-08-18,85.9955,87.3392,85.9955,86.8738,741280
VHM,20180820,20-08-18,88.0506,88.0506,85.9955,86.0042,575880
VHM,20180817,17-08-18,90.1056,90.1056,85.9955,86.0042,1125570
VHM,20180816,16-08-18,85.2051,85.2842,84.6518,85.2137,726220
VHM,20180815,15-08-18,85.2051,85.2842,84.6518,85.2137,436300
VHM,20180814,14-08-18,84.5728,85.3632,84.5728,85.2137,406610
VHM,20180813,13-08-18,85.6794,85.6794,84.4938,84.9766,1088420
VHM,20180810,10-08-18,86.1536,86.1536,83.7824,84.5023,120470
VHM,20180809,09-08-18,85.3632,86.1536,85.3632,85.9252,285670
VHM,20180808,08-08-18,84.968,85.9955,84.968,85.3718,134310
VHM,20180807,07-08-18,86.1536,86.1536,84.5728,84.9766,160500
VHM,20180806,06-08-18,86.1536,86.2326,85.9955,86.1623,182880
VHM,20180803,03-08-18,86.3117,86.7069,85.7584,86.1623,398200
VHM,20180802,02-08-18,86.865,86.865,85.8374,86.0042,265210
VHM,20180801,01-08-18,87.1811,87.2602,85.7584,85.8461,320670
VHM,20180731,31-07-18,88.5248,88.5248,85.9955,87.1899,170450
VHM,20180730,30-07-18,83.7824,87.3392,82.992,87.348,324540
VHM,20180727,27-07-18,83.7824,84.1776,82.992,83.7118,67370
VHM,20180726,26-07-18,84.1776,85.2051,83.7824,83.7909,205970
VHM,20180725,25-07-18,84.5728,84.5728,83.3082,84.1861,123900
VHM,20180724,24-07-18,81.4112,85.1261,81.4112,84.1861,52950
VHM,20180723,23-07-18,85.2051,86.5488,81.4112,85.2137,140470
VHM,20180720,20-07-18,84.4938,85.3632,83.8614,84.5023,361710
VHM,20180719,19-07-18,85.3632,85.3632,84.1776,84.1861,359780
VHM,20180718,18-07-18,86.944,86.944,84.5728,84.8976,115930
VHM,20180717,17-07-18,86.1536,87.7344,83.7824,83.7909,410540
VHM,20180716,16-07-18,87.3392,87.3392,83.7824,83.7909,93750
VHM,20180713,13-07-18,84.8099,87.7344,84.8099,86.3995,57420
VHM,20180712,12-07-18,86.944,87.5763,85.3632,86.9528,113470
VHM,20180711,11-07-18,86.944,87.7344,85.3632,86.7157,86370
VHM,20180710,10-07-18,89.0781,89.1571,85.7584,87.7433,298180
VHM,20180709,09-07-18,88.92,89.6314,88.92,89.1661,134390
VHM,20180706,06-07-18,88.1296,90.0266,88.1296,88.929,497040
VHM,20180705,05-07-18,87.5763,90.896,87.5763,90.1147,1208630
VHM,20180704,04-07-18,80.6998,87.5763,80.6998,87.5852,1358170
VHM,20180703,03-07-18,87.9715,87.9715,81.8854,81.8937,165430
VHM,20180702,02-07-18,88.92,88.92,86.944,87.9804,456190
VHM,20180629,29-06-18,89.3152,89.3152,85.7584,88.85,321730
VHM,20180628,28-06-18,86.944,89.3152,85.3632,86.9528,185920
VHM,20180627,27-06-18,88.92,90.1846,86.944,86.9528,305740
VHM,20180626,26-06-18,91.2912,91.2912,90.1846,90.9052,112440
VHM,20180625,25-06-18,90.2637,91.6074,90.2637,91.3004,214260
VHM,20180622,22-06-18,90.896,90.896,90.1056,90.2728,83230
VHM,20180621,21-06-18,90.896,90.975,90.1056,90.9052,117280
VHM,20180620,20-06-18,84.6518,91.6864,84.6518,90.9052,613980
VHM,20180619,19-06-18,92.0816,92.0816,90.6589,90.9052,770730
VHM,20180618,18-06-18,92.0816,93.2672,91.6864,92.0909,626280
VHM,20180615,15-06-18,93.0301,93.0301,92.0816,92.0909,213150
VHM,20180614,14-06-18,93.2672,93.6624,91.9235,92.4862,624230
VHM,20180613,13-06-18,93.2672,93.5834,92.951,93.2766,289590
VHM,20180612,12-06-18,94.848,94.848,92.4768,93.2766,816310
VHM,20180611,11-06-18,95.4803,95.4803,94.0576,94.8576,425790
VHM,20180608,08-06-18,94.848,95.5594,92.872,94.8576,462940
VHM,20180607,07-06-18,96.4288,96.4288,88.2086,94.8576,1167210
VHM,20180606,06-06-18,92.872,95.5594,92.4768,94.8576,712230
VHM,20180605,05-06-18,93.1882,94.0576,92.4768,93.2766,1229890
VHM,20180604,04-06-18,91.6864,93.1882,91.2912,93.1976,1762630
VHM,20180601,01-06-18,90.975,92.872,90.5008,92.0909,814870
VHM,20180531,31-05-18,92.4768,92.872,90.975,90.9842,1178690
VHM,20180530,30-05-18,91.6864,92.4768,89.3152,92.4862,2448260
VHM,20180529,29-05-18,92.4768,92.6349,89.3942,91.6957,884320
VHM,20180528,28-05-18,87.7344,93.2672,87.7344,92.4862,2944740
VHM,20180525,25-05-18,90.7379,94.769,90.5008,92.8814,1749720
VHM,20180524,24-05-18,87.5763,90.7379,87.023,90.51,1937240
VHM,20180523,23-05-18,90.5008,90.5008,86.944,87.1899,4839580
VHM,20180522,22-05-18,93.4253,93.4253,93.4253,93.4347,20
VHM,20180517,17-05-18,87.3392,87.3392,87.3392,87.348,18000
